Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
galE_2	WP_004681869	COG1087	0	M	UDP-glucose 4-epimerase	GalE			1A9Y
galU	WP_002966508	COG1210	0	M	UTP-glucose-1-phosphate uridylyltransferase	GalU			2E3D
gap	WP_004684167	COG0057	0	G	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	GapA	Glycolysis		3ZDF
garD	WP_012093257	COG2721	1	G	Altronate dehydratase	UxaA			6U7L
garL	WP_004685577	COG3836	0	G	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	HpcH			1DXE
gatA	WP_004681901	COG0154	0	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	GatA	Aminoacyl-tRNA synthetases		3H0L
gatB	WP_002964030	COG0064	0	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	GatB	Aminoacyl-tRNA synthetases		3H0M
gatC	WP_002966038	COG0721	0	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	GatC	Aminoacyl-tRNA synthetases		3H0L
gcvH	WP_002968488	COG0509	0	E	Glycine cleavage system protein H (lipoate-binding)	GcvH	Glycine cleavage		1DXM
gcvP	WP_004682032	COG0403	1	E	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	GcvP1	Glycine cleavage		4LGL
gcvP	WP_004682032	COG1003	1	E	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	GcvP2	Glycine cleavage		4LGL
gcvT_2	WP_004682035	COG0404	0	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
glcA_1	WP_004685544	COG1620	2	C	L-lactate permease	LldP			
glcA_2	WP_005969399	COG1620	2	C	L-lactate permease	LldP			
glcF	WP_004686840	COG0247	0	C	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	GlpC			
glk	WP_004682470	COG0837	0	G	Glucokinase	Glk	Glycolysis		1Q18
glmS	WP_004684961	COG0449	0	M	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	GlmS			2J6H
glmU	WP_004681894	COG1207	0	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	GlmU			3FWW
glmU_2	WP_004681894	COG1207	0	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	GlmU			3FWW
glnA	WP_004683754	COG0174	0	E	Glutamine synthetase	GlnA	Glutamine biosynthesis		1F1H
glnQ	WP_004681962	COG1126	0	E	ABC-type polar amino acid transport system, ATPase component	GlnQ			4YMS
gloA	WP_002970104	COG0346	1	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
gloB	WP_002965004	COG0491	0	R	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	GloB		25670698	1QH3
glpD	WP_004686751	COG0578	0	C	Glycerol-3-phosphate dehydrogenase	GlpA	Isoprenoid biosynthesis		2RGH
glpK	WP_002972025	COG0554	2	C	Glycerol kinase	GlpK			2ZF5
glpX	WP_004683940	COG1494	0	G	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein	GlpX			1NI9
gltA	WP_004683858	COG0372	0	C	Citrate synthase	GltA	TCA cycle	25211225	3TQG
gltB	WP_004681208	COG0067	1	E	Glutamate synthase domain 1	GltB1	Glutamine biosynthesis		1EA0
gltB	WP_004681208	COG0069	1	E	Glutamate synthase domain 2	GltB2	Glutamine biosynthesis		1EA0
gltB	WP_004681208	COG0070	1	E	Glutamate synthase domain 3	GltB3	Glutamine biosynthesis		1EA0
gluQRS	WP_004684122	COG0008	2	J	Glutamyl- or glutaminyl-tRNA synthetase	GlnS	Heme biosynthesis		1EUQ
glyA	WP_012092341	COG0112	0	E	Glycine/serine hydroxymethyltransferase	GlyA	Serine biosynthesis		1BJ4
glyA2	WP_012092341	COG0112	0	E	Glycine/serine hydroxymethyltransferase	GlyA	Serine biosynthesis		1BJ4
glyA2_1	WP_012092341	COG0112	0	E	Glycine/serine hydroxymethyltransferase	GlyA	Serine biosynthesis		1BJ4
gmd_1	WP_002963680	COG1089	0	M	GDP-D-mannose dehydratase	Gmd			1DB3
gmd_2	WP_004681750	COG1089	0	M	GDP-D-mannose dehydratase	Gmd			1DB3
gmk	WP_002963622	COG0194	0	F	Guanylate kinase	Gmk			1EX6
gndA	WP_004686833	COG0362	0	G	6-phosphogluconate dehydrogenase	Gnd	Pentose phosphate pathway	25329577	2ZYA
gor	WP_002964128	COG1249	0	C	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	Lpd	Glycine cleavagePyruvate oxidation		6QKG
gppA	WP_041594665	COG0248	3	FT	Exopolyphosphatase/pppGpp-phosphohydrolase	GppA			1T6C
greA	WP_002964610	COG0782	0	K	Transcription elongation factor, GreA/GreB family	GreA			1GRJ
groES	WP_002966386	COG0234	0	O	Co-chaperonin GroES (HSP10)	GroES			
groL	WP_011005794	COG0459	0	O	Chaperonin GroEL (HSP60 family)	GroEL			1AON
group_1	WP_002969982	COG3293	0	X	Transposase				
group_10	WP_004684705	COG2217	3	P	Cation-transporting P-type ATPase	ZntA			4BBJ
group_10	WP_004684705	COG2217	1	P	Cation-transporting P-type ATPase	ZntA			4BBJ
group_100	WP_004683305	COG5449	0	S	Uncharacterized conserved protein, DUF2163 domain				
group_1000	WP_002969398	COG0818	0	I	Diacylglycerol kinase	DgkA			2KDC
group_1001	WP_004683758	COG3200	0	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II	AroG2	Aromatic amino acid biosynthesis		6BMC
group_1002	WP_004683757	COG3184	0	S	Uncharacterized conserved protein, contains DUF2059 domain			15741337	2X3O
group_1003	WP_004683750	COG1132	0	V	ABC-type multidrug transport system, ATPase and permease component	MdlB			2HYD
group_1005	WP_004686917	COG2366	2	Q	Acyl-homoserine lactone (AHL) acylase PvdQ	PvdQ			4HST
group_1006	WP_004682548	COG1250	1	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_1006	WP_004682548	COG1250	3	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_101	WP_004683531	COG4597	0	E	ABC-type amino acid transport system, permease component	BatB			
group_1010	WP_002963669	COG0472	0	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	Rfe	Mureine biosynthesis		4J72
group_1011	WP_004683180	COG0726	0	GM	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	CDA1			1NY1
group_1012	WP_005969766	COG4943	0	T	Redox-sensing c-di-GMP phosphodiesterase, contains CSS-motif and EAL domains	YjcC		29514851	
group_1013	WP_002966706	COG0498	0	E	Threonine synthase	ThrC	Threonine biosynthesis		1VB3
group_1015	WP_005969814	COG3753	3	S	Uncharacterized conserved protein YidB, DUF937 family	YidB			1Z67
group_1016	WP_002963534	COG4129	0	S	Uncharacterized membrane protein YgaE, UPF0421/DUF939 family	YgaE			
group_1017	WP_004682921	COG1748	0	E	Saccharopine dehydrogenase, NADP-dependent	Lys9	Lysine biosynthesis		1E5L
group_1019	WP_004686613	COG0626	0	E	Cystathionine beta-lyase/cystathionine gamma-synthase	MetC	Methionine biosynthesis		1CL1
group_102	WP_004682517	COG3842	0	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA			1Z47
group_1020	WP_002963464	COG5352	0	S	Uncharacterized conserved protein				5YIU
group_1022	WP_002963433	COG0832	0	E	Urease beta subunit	UreB			
group_1024	WP_002965685	COG3607	0	R	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family				
group_1025	WP_004682346	COG0834	1	ET	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	HisJ			1GGG
group_1026	WP_002968570	COG0129	0	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase	IlvD	Isoleucine, leucine, valine biosynthesis		2GP4
group_1028	WP_002967223	COG2188	0	K	DNA-binding transcriptional regulator, GntR family	MngR			2WV0
group_1029	WP_004682301	COG4821	0	R	Uncharacterized conserved protein, contains SIS (Sugar ISomerase) phosphosugar binding domain			17855421	3CVJ
group_103	WP_004682559	COG0601	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppB			
group_1030	WP_004682293	COG0665	0	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_1033	WP_002965788	COG1172	0	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
group_1037	WP_004682152	COG1177	0	E	ABC-type spermidine/putrescine transport system, permease component II	PotC			
group_1038	WP_019444667	COG0246	0	G	Mannitol-1-phosphate/altronate dehydrogenases	MtlD			1LJ8
group_1039	WP_004682180	COG0730	0	P	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	TauE		21183667;22797525	
group_1041	WP_002966107	COG1071	0	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	AcoA	Pyruvate oxidation		1DTW
group_1042	WP_002967307	COG1175	0	G	ABC-type sugar transport system, permease component	UgpA			3FH6
group_1043	WP_002966132	COG3560	0	R	Fatty acid repression mutant protein (predicted oxidoreductase)	FMR2			2WQF
group_1044	WP_002966144	COG1115	0	E	Na+/alanine symporter	AlsT			6CSE
group_1046	WP_004681838	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_1047	WP_005971535	COG1131	0	V	ABC-type multidrug transport system, ATPase component	CcmA			5DO7
group_1048	WP_004681829	COG2354	0	L	Membrane protein MutK/YedI, may be involved in DNA repair	MutK		9922251;10411738;31497001	
group_1049	WP_004681823	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_105	WP_004683039	COG0009	1	J	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	TsaC	tRNA modification		1HRU
group_1050	WP_004681755	COG0438	3	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_1051	WP_002967320	COG1596	1	M	Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	Wza		17250770	2J58
group_1052	WP_004681737	COG0329	0	EM	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	DapA	Lysine biosynthesis	27574185	2R91
group_1054	WP_002969358	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_1055	WP_041594662	COG0348	1	C	Polyferredoxin NapH	NapH		27322068	
group_1056	WP_002966226	COG3470	0	MI	Uncharacterized conserved protein probably involved in high-affinity Fe2+ transport	Tpd		18456808	2O6C
group_1057	WP_004681696	COG0775	0	FH	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	MtnN	Menaquinone biosynthesis	18801996	1T8R
group_1058	WP_004686859	COG4943	0	T	Redox-sensing c-di-GMP phosphodiesterase, contains CSS-motif and EAL domains	YjcC		29514851	
group_1062	WP_004684431	COG0004	0	P	Ammonia channel protein AmtB	AmtB			1U77
group_1064	WP_004686707	COG1249	0	C	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	Lpd	Glycine cleavagePyruvate oxidation		6QKG
group_1065	WP_004686708	COG1280	0	E	Threonine/homoserine/homoserine lactone efflux protein	RhtB			
group_1067	WP_004684465	COG0494	0	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_1068	WP_002965036	COG2025	0	C	Electron transfer flavoprotein, alpha subunit FixB	FixB			1EFP
group_1070	WP_002965046	COG0526	3	O	Thiol-disulfide isomerase or thioredoxin	TrxA			1XFL
group_1071	WP_004686237	COG2834	0	M	Outer membrane lipoprotein-sorting protein	LolA			1IWL
group_1072	WP_002971869	COG0703	0	E	Shikimate kinase	AroK	Aromatic amino acid biosynthesis		1E6C
group_1074	WP_004684510	COG3034	1	M	Murein L,D-transpeptidase YafK	YafK			4XZZ
group_1077	WP_005970444	COG2205	3	T	K+-sensing histidine kinase KdpD	KdpD			2KSF
group_1078	WP_002965170	COG0285	0	H	Folylpolyglutamate synthase/Dihydropteroate synthase	FolC	Folate biosynthesis		1W78
group_1079	WP_004684555	COG1434	0	M	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	ElyC		24391520	3CA8
group_1080	WP_004686732	COG3135	0	Q	Predicted benzoate:H+ symporter BenE	BenE			
group_1081	WP_002965183	COG2020	1	O	Protein-S-isoprenylcysteine O-methyltransferase Ste14	STE14			5V7P
group_1082	WP_004686733	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_1085	WP_002965202	COG0226	0	P	ABC-type phosphate transport system, periplasmic component	PstS			2Q9T
group_1086	WP_041594648	COG2309	0	E	Leucyl aminopeptidase (aminopeptidase T)	AmpS			1ZJC
group_109	WP_002965733	COG0841	0	V	Multidrug efflux pump subunit AcrB	AcrB			1IWG
group_1090	WP_005970288	COG1072	0	H	Panthothenate kinase	CoaA	Pantothenate/CoA biosynthesis		2GA8
group_1092	WP_002964249	COG0245	1	I	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	IspF	Isoprenoid biosynthesis		1GX1
group_1092	WP_002964249	COG1211	1	I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	IspD	Isoprenoid biosynthesis		1H3M
group_1095	WP_004683850	COG0303	0	H	Molybdopterin Mo-transferase (molybdopterin biosynthesis)	MoeA	Molybdopterin biosynthesis	18801996;32239579	2NQU
group_1097	WP_002965365	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_1098	WP_002967079	COG0526	1	O	Thiol-disulfide isomerase or thioredoxin	TrxA			1XFL
group_1099	WP_005974100	COG0755	3	O	ABC-type transport system involved in cytochrome c biogenesis, permease component	CcmC			
group_110	WP_005972474	COG1070	0	G	Sugar (pentulose or hexulose) kinase	XylB	Non-phosphorylated Entner-Doudoroff pathway		4C23
group_1101	WP_002965322	COG0137	0	E	Argininosuccinate synthase	ArgG	Arginine biosynthesis		1J1Z
group_1104	WP_002965608	COG0625	0	O	Glutathione S-transferase	GstA			1A0F
group_1107	WP_005972331	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_1109	WP_004682423	COG1123	2	O	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	GsiA			
group_1110	WP_002965645	COG0847	1	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	DnaQ			1J53
group_1111	WP_004681519	COG1845	0	C	Heme/copper-type cytochrome/quinol oxidase, subunit 3	CyoC			1QLE
group_1112	WP_004681501	COG2199	1	T	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	GGDEF			6D9M
group_1112	WP_004681501	COG2203	1	T	GAF domain	GAF			
group_1113	WP_004681480	COG1024	0	I	Enoyl-CoA hydratase/carnithine racemase	CaiD	Fatty acid biosynthesis		1DCI
group_1114	WP_041594664	COG0312	0	R	Zn-dependent protease PmbA/TldA or its inactivated homolog	TldD		12029038	3TV9
group_1115	WP_004686843	COG0612	0	R	Predicted Zn-dependent peptidase, M16 family	PqqL			6OFS
group_1116	WP_004681424	COG1280	0	E	Threonine/homoserine/homoserine lactone efflux protein	RhtB			
group_1118	WP_004681414	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1119	WP_002966416	COG2301	0	G	Citrate lyase beta subunit	CitE			4ROQ
group_112	WP_002970710	COG0715	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	TauA			2X26
group_1121	WP_004681364	COG3395	0	G	D-threonate/D-erythronate kinase OtnK and related C4-acid sugar kinases, YgbK/DUF1537 family	OtnK		27402745	1YZY
group_1122	WP_005971964	COG1807	3	M	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA	ArnT		16226890;31233657;32706435	5EZM
group_1126	WP_005974726	COG2215	0	P	ABC-type nickel/cobalt efflux system, permease component RcnA	RcnA			
group_1128	WP_004681242	COG0147	0	EH	Anthranilate/para-aminobenzoate synthases component I	TrpE	Aromatic amino acid biosynthesis		1I1Q
group_1131	WP_004686781	COG0642	3	T	Signal transduction histidine kinase	BaeS			1JOY
group_1133	WP_004683241	COG1082	0	G	Sugar phosphate isomerase/epimerase	YcjR		30742415	3KTC
group_1134	WP_002969456	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_1135	WP_002963690	COG2942	0	G	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family	YihS			2ZBL
group_1136	WP_004686778	COG1109	0	G	Phosphomannomutase	ManB			6MNV
group_1137	WP_002975117	COG2963	3	X	Transposase InsE and inactivated derivatives	InsE		23818957	2JN6
group_1138	WP_002968715	COG3293	2	X	Transposase				
group_1139	WP_002963682	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_1141	WP_004684325	COG0263	0	E	Glutamate 5-kinase	ProB	Proline biosynthesis		2W21
group_1142	WP_006255820	COG0014	0	E	Gamma-glutamyl phosphate reductase	ProA	Proline biosynthesis		4GHK
group_1146	WP_004684212	COG2258	0	FV	N-hydroxylaminopurine reductase YiiM, contains MOSC domain	YiiM		18312271;29459651	1O65
group_1147	WP_006255832	COG5010	2	UW	Flp pilus assembly protein TadD, contains TPR repeats	TadD			3WXX
group_1149	WP_002964822	COG2050	0	Q	Acyl-CoA thioesterase PaaI, contains HGG motif	PaaI			1PSU
group_1150	WP_010661411	COG2378	2	K	Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	YobV			
group_1151	WP_004684170	COG0365	0	I	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	Acs		14638756	4B2O
group_1152	WP_005970890	COG0212	0	H	5-formyltetrahydrofolate cyclo-ligase	FAU1			1SBQ
group_1153	WP_005970903	COG5317	0	S	Uncharacterized conserved protein, DUF1465 domain				3CTW
group_1159	WP_002964736	COG1238	0	S	Uncharacterized membrane protein YqaA, VTT domain	YgaA			
group_116	WP_011005467	COG0072	1	J	Phenylalanyl-tRNA synthetase beta subunit	PheT	Aminoacyl-tRNA synthetases		3L4G
group_116	WP_011005467	COG0073	1	J	tRNA-binding EMAP/Myf domain	EMAP			1MKH
group_1160	WP_002964728	COG1172	0	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
group_1162	WP_004684113	COG2376	1	G	Dihydroxyacetone kinase	DAK1	Isoprenoid biosynthesis		1UN8
group_1162	WP_004684113	COG2390	1	K	DNA-binding transcriptional regulator LsrR, DeoR family	DeoR		23974133;24893262	2GNP
group_1164	WP_004686328	COG2982	0	M	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis	AsmA			
group_1165	WP_005967600	COG0399	0	M	dTDP-4-amino-4,6-dideoxygalactose transaminase	WecE		15271350	4PIW
group_1168	WP_004684080	COG0617	0	J	tRNA nucleotidyltransferase/poly(A) polymerase	PcnB	tRNA modification		3WFR
group_1169	WP_002967832	COG0193	1	J	Peptidyl-tRNA hydrolase	Pth	Translation factors	11835511	1RYB
group_1170	WP_004684070	COG0433	0	L	Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains	HerA			4D2I
group_1171	WP_004684066	COG1565	0	R	SAM-dependent methyltransferase, MidA family	MidA			1ZKD
group_1172	WP_002971389	COG0745	0	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF
group_1173	WP_004684060	COG0741	3	M	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	MltE			153L
group_1174	WP_002966905	COG1610	0	R	Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity	YqeY			1NG6
group_1177	WP_002964542	COG0472	0	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	Rfe	Mureine biosynthesis		4J72
group_1179	WP_002964538	COG0773	0	M	UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family	MurC	Mureine biosynthesis		
group_118	WP_004684603	COG4799	0	I	Acetyl-CoA carboxylase, carboxyltransferase component	MmdA			1OD2
group_1181	WP_004684013	COG5587	0	S	Uncharacterized protein, contains DUF2461 domain				
group_1182	WP_004684004	COG0330	0	O	Regulator of protease activity HflC, stomatin/prohibitin superfamily	HflC			
group_1185	WP_002964461	COG0614	0	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component	FepB			1ESZ
group_1186	WP_005968073	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_1187	WP_004683975	COG1129	2	G	ABC-type sugar transport system, ATPase component	MglA			
group_1189	WP_002964450	COG0586	0	M	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family	DedA		24312110;25917916	
group_1191	WP_004683970	COG1226	1	P	Voltage-gated potassium channel Kch	Kch			3FWZ
group_1191	WP_004683970	COG4651	1	P	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain	RosB			
group_1192	WP_041594636	COG4977	0	K	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	GlxA			
group_1198	WP_004683941	COG0460	1	E	Homoserine dehydrogenase	ThrA	Methionine biosynthesis	29124164	5AVO
group_120	WP_005968454	COG0658	3	U	DNA uptake channel protein ComEC, N-terminal domain	ComEC			
group_1202	WP_002964327	COG0538	0	C	Isocitrate dehydrogenase	Icd	TCA cycle		1IDD
group_1203	WP_002964323	COG0796	0	M	Glutamate racemase	MurI	Mureine biosynthesis		1B73
group_1204	WP_002964322	COG2358	0	R	TRAP-type uncharacterized transport system, periplasmic component	Imp			1US4
group_1205	WP_002964295	COG0537	0	FR	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	HinT		20934431	1AV5
group_1207	WP_002965997	COG1917	3	R	Cupin domain protein related to quercetin dioxygenase	QdoI			2H0V
group_1207	WP_002965997	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_121	WP_004682478	COG1574	0	R	Predicted amidohydrolase YtcJ	YtcJ			3ICJ
group_1211	WP_004681891	COG2938	0	O	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	SdhE			1PUZ
group_1212	WP_004681889	COG2761	0	O	Predicted dithiol-disulfide isomerase, DsbA/YjbH family (virulence, stress resistance)	FrnE			6GHB
group_1213	WP_040128691	COG4603	0	F	ABC-type guanosine uptake system NupNOPQ, permease component NupP	NupP		21926227	
